,entrezid
2516,79791
2517,10273
2518,9028
2519,4682
2520,7329
2521,4210
2522,1428
2523,29904
2524,6650
2525,9780
2526,2935
2527,7727
2528,23059
2529,56061
2530,124454
2531,6923
2532,23062
2533,55313
2534,57478
2535,3163
2536,9093
2537,100529144
2538,51283
2539,6299
2540,5934
2541,23475
2542,64131
2543,29108
2544,23322
2545,4150
2546,6810
2547,10423
2548,10295
2549,84148
2550,23420
2551,50615
2552,51760
2553,79838
2554,9738
2555,57020
2556,9810
2557,400506
2558,79719
2559,64799
2560,114294
2561,10391
2562,1445
2563,8925
2564,9325
2565,123263
2566,51285
2567,8120
2568,23205
2569,57722
2570,8766
2571,1512
2572,64927
2573,80381
2574,2184
2575,57214
2576,26015
2577,9455
2578,30844
2579,25963
2580,64397
2581,22995
2582,79895
2583,56986
2584,9333
2585,23359
2586,2553
2587,7082
2588,90427
2589,23312
2590,29106
2591,55192
2592,8669
2593,80208
2594,57617
2595,11339
2596,7782
2597,26258
2598,50804
2599,23678
2600,5157
2601,79848
2602,51201
2603,55290
2604,23087
2605,79752
2606,7976
2607,55756
2608,8767
2609,2138
2610,4683
2611,8989
2612,10404
2613,1666
2614,793
2615,54928
2616,6422
2617,55353
2618,55284
2619,10940
2620,79815
2621,3551
2622,5327
2623,6788
2624,54332
2625,5862
2626,3646
2627,9694
2628,8840
2629,10397
2630,51101
2631,3574
2632,11075
2633,55156
2634,7227
2635,6674
2636,54108
2637,83988
2638,64089
2639,51366
2640,79792
2641,7264
2642,65263
2643,1936
2644,312
2645,6713
2646,63898
2647,55174
2648,90459
2649,23516
2650,66036
2651,23484
2652,10671
2653,203069
2654,2936
2655,8797
2656,7993
2657,5516
2658,157697
2659,4741
2660,7991
2661,9639
2662,54758
2663,4173
2664,54793
2665,427
2666,665
2667,4125
2668,3783
2669,7288
2670,4924
2671,27294
2672,2997
2673,11184
2674,1891
2675,3191
2676,4793
2677,54938
2678,3743
2679,6625
2680,1209
2681,5971
2682,11129
2683,64130
2684,284352
2685,2217
2686,55011
2687,1158
2688,23370
2689,10848
2690,92960
2691,2068
2692,84444
2693,55111
2694,57030
2695,10535
2696,147700
2697,951
2698,8175
2699,268
2700,27120
2701,4066
2702,4946
2703,55621
2704,8677
2705,1760
2706,10332
2707,79735
2708,259307
2709,79816
2710,81576
2711,53635
2712,166
2713,4858
2714,6449
2715,81857
2716,6618
2717,28974
2718,10469
2719,729440
2720,9466
2721,55723
2722,7138
2723,51231
2724,26017
2725,22870
2726,84167
2727,9441
2728,93145
2729,64926
2730,10270
2731,10994
2732,79744
2733,85360
2734,23581
2735,6511
2736,6795
2737,10775
2738,898
2739,8725
2740,9141
2741,84079
2742,6217
2743,92609
2744,2091
2745,9149
2746,79935
2747,2821
2748,208
2749,23646
2750,57716
2751,51588
2752,9253
2753,55702
2754,1155
2755,79187
2756,5438
2757,25999
2758,23217
2759,6510
2760,25865
2761,27134
2762,333
2763,58509
2764,26093
2765,11100
2766,51343
2767,27113
2768,7040
2769,22898
2770,55101
2771,10226
2772,79784
2773,51073
2774,27181
2775,973
2776,3386
2777,6223
2778,29997
2779,7087
2780,2109
2781,1048
2782,1406
2783,29086
2784,7297
2785,6822
2786,11140
2787,8775
2788,10567
2789,478
2790,56917
2791,5802
2792,1954
2793,10945
2794,9266
2795,83743
2796,2906
2797,6320
2798,93233
2799,22900
2800,3978
2801,7728
2802,8605
2803,3036
2804,9545
2805,1628
2806,374882
2807,828
2808,64748
2809,54854
2810,54922
2811,587
2812,54531
2813,57664
2814,5518
2815,30000
2816,51398
2817,59284
2818,2639
2819,10990
2820,1777
2821,22983
2822,79165
2823,26121
2824,29844
2825,3718
2826,6142
2827,6528
2828,3780
2829,27106
2830,5296
2831,5864
2832,5143
2833,51477
2834,8178
2835,23373
2836,1311
2837,11045
2838,11316
2839,54555
2840,2116
2841,93436
2842,10430
2843,26330
2844,25789
2845,57817
2846,7392
2847,51599
2848,79036
2849,23770
2850,57794
2851,3249
2852,7561
2853,6324
2854,80714
2855,2077
2856,2931
2857,57130
2858,64763
2859,2901
2860,23094
2861,7639
2862,23474
2863,199731
2864,56006
2865,23080
2866,154661
2867,79846
2868,85865
2869,10156
2870,1021
2871,9512
2872,27000
2873,7980
2874,10282
2875,10135
2876,221830
2877,5445
2878,3696
2879,26959
2880,11062
2881,6671
2882,29062
2883,8701
2884,79872
2885,1749
2886,136319
2887,256227
2888,5764
2889,51678
2890,1687
2891,56829
2892,79989
2893,4967
2894,11033
2895,22797
2896,94239
2897,858
2898,857
2899,4233
2900,140545
2901,64327
2902,7472
2903,3198
2904,10049
2905,3199
2906,3200
2907,3955
2908,3202
2909,221927
2910,23288
2911,56311
2912,7434
2913,23554
2914,6742
2915,79974
2916,11112
2917,8887
2918,54504
2919,1124
2920,2887
2921,83451
2922,23242
2923,55033
2924,84725
2925,6804
2926,10392
2927,2617
2928,1395
2929,2051
2930,84182
2931,835
2932,51142
2933,3315
2934,4885
2935,11333
2936,8896
2937,26024
2938,1577
2939,7586
2940,8662
2941,29886
2942,4521
2943,5803
2944,6878
2945,8976
2946,23553
2947,7965
2948,7036
2949,64598
2950,5118
2951,26261
2952,55131
2953,84132
2954,3614
2955,3268
2956,23658
2957,5054
2958,1174
2959,346606
2960,56913
2961,8985
2962,6119
2963,10467
2964,24146
2965,113263
2966,9678
2967,4899
2968,54664
2969,2146
2970,95681
2971,643641
2972,6424
2973,4232
2974,4223
2975,57037
2976,653857
2977,27075
2978,5919
2979,196
2980,54927
2981,26157
2982,28959
2983,2737
2984,5683
2985,64983
2986,55744
2987,644
2988,55665
2989,55069
2990,6009
2991,51422
2992,165
2993,5425
2994,2645
2995,9275
2996,10652
2997,26608
2998,7461
2999,7458
3000,3984
3001,55064
3002,6505
3003,2218
3004,83856
3005,79937
3006,10927
3007,54981
3008,23731
3009,158471
3010,1955
3011,9830
3012,7464
3013,7046
3014,10952
3015,727
3016,4969
3017,54829
3018,1842
3019,7091
3020,22949
3021,64420
3022,259
3023,80709
3024,1759
3025,2022
3026,203
3027,55664
3028,55848
3029,54662
3030,57589
3031,23081
3032,81704
3033,23189
3034,1993
3035,23413
3036,7016
3037,57582
3038,768
3039,8939
3040,10488
3041,9827
3042,8777
3043,23586
3044,8721
3045,169792
3046,573
3047,2889
3048,56654
3049,320
3050,23064
3051,5730
3052,20
3053,6461
3054,54926
3055,51104
3056,51010
3057,7763
3058,1855
3059,9124
3060,54619
3061,2625
3062,26033
3063,3257
3064,5264
3065,83937
3066,23268
3067,22841
3068,6387
3069,10613
3070,8661
3071,8029
3072,1787
3073,79009
3074,5599
3075,11196
3076,11101
3077,54780
3078,59338
3079,27143
3080,219699
3081,64072
3082,64115
3083,9806
3084,10367
3085,5532
3086,54462
3087,657
3088,9562
3089,59
3090,3988
3091,56652
3092,84445
3093,81855
3094,81621
3095,6468
3096,10360
3097,80351
3098,5309
3099,8729
3100,57584
3101,22849
3102,79176
3103,79004
3104,51684
3105,22852
3106,91452
3107,64077
3108,23185
3109,23560
3110,26098
3111,56647
3112,55149
3113,9148
3114,9644
3115,10531
3116,79991
3117,1326
3118,22943
3119,253738
3120,10539
3121,54906
3122,7511
3123,9126
3124,8036
3125,7019
3126,8030
3127,8453
3128,219771
3129,27338
3130,6158
3131,57178
3132,56521
3133,10105
3134,64081
3135,81619
3136,9211
3137,23232
3138,57532
3139,28964
3140,6143
3141,84961
3142,10900
3143,7343
3144,5709
3145,22794
3146,51195
3147,8787
3148,54894
3149,7473
3150,443
3151,5889
3152,5414
3153,9110
3154,4591
3155,79665
3156,51174
3157,3837
3158,9570
3159,55163
3160,6198
3161,147166
3162,80279
3163,10951
3164,9400
3165,9487
3166,2584
3167,57508
3168,23125
3169,9969
3170,3216
3171,2027
3172,5216
3173,26001
3174,8402
3175,51655
3176,1145
3177,10743
3178,4927
3179,708
3180,6532
3181,642
3182,1362
3183,9527
3184,57003
3185,51003
3186,1819
3187,117246
3188,11216
3189,218
3190,6603
3191,3384
3192,9144
3193,27077
3194,55813
3195,1655
3196,64149
3197,9267
3198,5717
3199,3959
3200,40
3201,6354
3202,6347
3203,6355
3204,5193
3205,79132
3206,2648
3207,5878
3208,4669
3209,3292
3210,6945
3211,8506
3212,2145
3213,1748
3214,84687
3215,1277
3216,6442
3217,100885850
3218,51264
3219,10493
3220,55379
3221,8153
3222,239
3223,10014
3224,8714
3225,51747
3226,4355
3227,64750
3228,1845
3229,9343
3230,3131
3231,9120
3232,5573
3233,1949
3234,54757
3235,7531
3236,23531
3237,29098
3238,1801
3239,5608
3240,25979
3241,26118
3242,5957
3243,9368
3244,4621
3245,26151
3246,54868
3247,7448
3248,7126
3249,90410
3250,27346
3251,30850
3252,5376
3253,9094
3254,230
3255,6830
3256,83871
3257,57649
3258,55161
3259,2798
3260,57606
3261,54940
3262,23142
3263,64854
3264,6783
3265,26511
3266,57482
3267,8649
3268,4790
3269,374
3270,4126
3271,7323
3272,5602
3273,1998
3274,4717
3275,23158
3276,27309
3277,8821
3278,2549
3279,11275
3280,1363
3281,6164
3282,7466
3283,80273
3284,54433
3285,2483
3286,1182
3287,51166
3288,51809
3289,1665
3290,6649
3291,51091
3292,8532
3293,23321
3294,56606
3295,55294
3296,55247
3297,55296
3298,116449
3299,7468
3300,152503
3301,57620
3302,579
3303,10227
3304,2743
3305,683
3306,9693
3307,3083
3308,83891
3309,55805
3310,55325
3311,51274
3312,51088
3313,25854
3314,64151
3315,7358
3316,10891
3317,29118
3318,1410
3319,10553
3320,1075
3321,91057
3322,7704
3323,26610
3324,8882
3325,23788
3326,23360
3327,7007
3328,6309
3329,56253
3330,79864
3331,27087
3332,3312
3333,5024
3334,4013
3335,3338
3336,54414
3337,29907
3338,9404
3339,23220
3340,23130
3341,10938
3342,5007
3343,81622
3344,83480
3345,28960
3346,51111
3347,55572
3348,55291
3349,9379
3350,64231
3351,6484
3352,1374
3353,595
3354,79080
3355,27339
3356,79073
3357,3263
3358,10612
3359,26973
3360,2348
3361,25906
3362,2352
3363,24145
3364,9828
3365,22897
3366,50862
3367,57562
3368,1982
3369,374378
3370,329
3371,9354
3372,1656
3373,7379
3374,867
3375,5818
3376,10114
3377,25758
3378,26273
3379,8050
3380,6506
3381,29099
3382,51296
3383,84680
3384,4192
3385,55626
3386,8567
3387,114971
3388,79829
3389,833
3390,5002
3391,975
3392,54733
3393,55531
3394,55553
3395,10944
3396,9600
3397,6207
3398,9049
3399,4928
3400,4728
3401,10312
3402,1119
3403,23086
3404,11234
3405,2965
3406,5450
3407,7450
3408,5715
3409,10536
3410,8496
3411,25766
3412,11108
3413,9976
3414,84274
3415,6404
3416,23603
3417,41
3418,65981
3419,441631
3420,83892
3421,4891
3422,9761
3423,4598
3424,81566
3425,10645
3426,51561
3427,506
3428,10728
3429,605
3430,65117
3431,1594
3432,8825
3433,3875
3434,79611
3435,23371
3436,2735
3437,57460
3438,10988
3439,4048
3440,2004
3441,6539
3442,81029
3443,55110
3444,59341
3445,55846
3446,2305
3447,11272
3448,56341
3449,57097
3450,10094
3451,51184
3452,51699
3453,10635
3454,10019
3455,10566
3456,54682
3457,3736
3458,80824
3459,1389
3460,80724
3461,217
3462,1027
3463,55507
3464,80018
3465,83445
3466,6337
3467,4055
3468,79676
3469,8099
3470,4940
3471,4939
3472,420
3473,4256
3474,8437
3475,397
3476,2967
3477,1967
3478,57696
3479,81539
3480,8909
3481,79794
3482,7421
3483,5985
3484,2054
3485,283383
3486,22818
3487,23329
3488,55832
3489,5869
3490,56890
3491,57122
3492,4848
3493,8914
3494,11052
3495,11103
3496,51258
3497,2597
3498,4839
3499,1108
3500,84519
3501,23074
3502,50813
3503,51147
3504,2784
3505,83461
3506,56994
3507,8078
3508,7167
3509,79158
3510,84727
3511,2026
3512,1822
3513,113246
3514,5777
3515,10162
3516,51559
3517,79923
3518,64426
3519,51026
3520,3945
3521,5564
3522,55907
3523,29915
3524,6489
3525,50856
3526,9847
3527,57379
3528,11021
3529,1911
3530,1337
3531,55188
3532,8683
3533,26127
3534,1303
3535,10384
3536,51567
3537,2444
3538,29940
3539,51389
3540,345895
3541,4117
3542,51522
3543,55003
3544,2651
3545,57150
3546,4739
3547,387119
3548,84830
3549,25842
3550,254394
3551,79632
3552,8732
3553,4121
3554,2570
3555,57515
3556,51020
3557,7164
3558,135114
3559,135112
3560,9750
3561,23328
3562,10090
3563,80741
3564,80329
3565,26271
3566,54516
3567,5467
3568,4988
3569,2178
3570,7287
3571,116369
3572,1432
3573,222658
3574,11329
3575,6428
3576,6648
3577,29074
3578,4172
3579,9025
3580,221692
3581,266727
3582,22858
3583,26268
3584,9308
3585,23195
3586,55776
3587,60468
3588,221662
3589,10486
3590,26036
3591,9532
3592,51715
3593,81491
3594,26235
3595,892
3596,1871
3597,7803
3598,6492
3599,10973
3600,11149
3601,1297
3602,9439
3603,8936
3604,2822
3605,7915
3606,202
3607,8876
3608,8875
3609,55856
3610,60682
3611,6206
3612,81688
3613,135152
3614,51053
3615,2070
3616,55084
3617,7101
3618,8724
3619,10767
3620,10475
3621,5191
3622,9841
3623,9896
3624,64065
3625,57221
3626,117247
3627,51696
3628,57211
3629,9749
3630,7957
3631,7922
3632,7923
3633,6892
3634,5252
3635,51596
3636,135138
3637,9444
3638,10846
3639,4188
3640,7942
3641,64094
3642,896
3643,705
3644,84498
3645,6908
3646,2979
3647,5961
3648,23506
3649,5528
3650,51069
3651,5754
3652,6722
3653,23113
3654,10591
3655,56940
3656,55770
3657,1347
3658,55754
3659,2762
3660,26054
3661,3617
3662,7422
3663,8899
3664,7272
3665,2030
3666,8838
3667,11120
3668,3910
3669,55603
3670,57666
3671,59084
3672,10279
3673,9096
3674,55914
3675,56133
3676,23438
3677,83594
3678,55722
3679,4124
3680,9037
3681,730
3682,11044
3683,2690
3684,3157
3685,1611
3686,8382
3687,10902
3688,10112
3689,23530
3690,10884
3691,3313
3692,23107
3693,5201
3694,1839
3695,4015
3696,10307
3697,55374
3698,6678
3699,3550
3700,3156
3701,10087
3702,23197
3703,56132
3704,26167
3705,56130
3706,56129
3707,8622
3708,57396
3709,56121
3710,2916
3711,3702
3712,55819
3713,54974
3714,411
3715,9685
3716,7060
3717,57472
3718,3593
3719,7265
3720,4437
3721,5924
3722,900
3723,10622
3724,29102
3725,1004
3726,4001
3727,57561
3728,64083
3729,10923
3730,4883
3731,83989
3732,28965
3733,6897
3734,4012
3735,5144
3736,5810
3737,55299
3738,5618
3739,10723
3740,10111
3741,3567
3742,7903
3743,10007
3744,51294
3745,6500
3746,9631
3747,5515
3748,2246
3749,2908
3750,56951
3751,23398
3752,3977
3753,373
3754,80006
3755,735
3756,10802
3757,79770
3758,23548
3759,5917
3760,23286
3761,9555
3762,10915
3763,1809
3764,4090
3765,1452
3766,22993
3767,57222
3768,5159
3769,1044
3770,8992
3771,662
3772,8614
3773,80315
3774,3274
3775,1627
3776,23567
3777,1962
3778,5067
3779,10051
3780,58515
3781,93973
3782,55171
3783,51300
3784,51185
3785,3273
3786,604
3787,3081
3788,84100
3789,27031
3790,51421
3791,56954
3792,26355
3793,4968
3794,3836
3795,5096
3796,7337
3797,25852
3798,80321
3799,5947
3800,55186
3801,131890
3802,9616
3803,7029
3804,54464
3805,8850
3806,590
3807,11235
3808,7474
3809,5210
3810,1294
3811,2257
3812,5576
3813,7375
3814,23527
3815,1894
3816,2771
3817,10342
3818,8287
3819,3373
3820,11334
3821,10641
3822,6152
3823,11068
3824,57415
3825,8087
3826,868
3827,56987
3828,55081
3829,59345
3830,11148
3831,84223
3832,2632
3833,7372
3834,22916
3835,8723
3836,79669
3837,23150
3838,54946
3839,5361
3840,523
3841,80325
3842,50512
3843,10675
3844,23276
3845,22937
3846,57501
3847,79858
3848,11222
3849,57088
3850,51409
3851,1154
3852,7867
3853,93
3854,57599
3855,51122
3856,64689
3857,51555
3858,9136
3859,10057
3860,13
3861,84836
3862,10289
3863,100526760
3864,26084
3865,54800
3866,23007
3867,25981
3868,6747
3869,92999
3870,7134
3871,4820
3872,1181
3873,27086
3874,1981
3875,28972
3876,6787
3877,6508
3878,54891
3879,1933
3880,8745
3881,1716
3882,55233
3883,55683
3884,81562
3885,6242
3886,150465
3887,6364
3888,200576
3889,30818
3890,51011
3891,4691
3892,10120
3893,80255
3894,10096
3895,55240
3896,57669
3897,51639
3898,9540
3899,51277
3900,5443
3901,10254
3902,2820
3903,1058
3904,90
3905,85461
3906,7781
3907,4358
3908,2976
3909,8890
3910,29959
3911,3694
3912,64838
3913,3676
3914,10213
3915,9784
3916,51130
3917,5496
3918,5136
3919,92840
3920,54760
3921,10297
3922,64135
3923,6209
3924,25801
3925,83444
3926,7841
3927,64427
3928,374291
3929,84759
3930,2888
3931,79745
3932,6711
3933,550
3934,57142
3935,27429
3936,84695
3937,1796
3938,2591
3939,56655
3940,55704
3941,33
3942,84141
3943,9801
3944,10314
3945,84128
3946,2202
3947,55120
3948,2335
3949,6772
3950,2744
3951,64895
3952,1768
3953,55825
3954,25972
3955,3485
3956,84173
3957,3488
3958,9736
3959,80303
3960,3769
3961,10575
3962,2677
3963,23301
3964,5013
3965,10190
3966,80219
3967,10578
3968,23451
3969,8869
3970,9486
3971,79031
3972,25843
3973,3336
3974,55818
3975,84812
3976,51652
3977,7701
3978,7850
3979,53632
3980,3554
3981,8808
3982,9173
3983,8809
3984,2274
3985,79083
3986,27013
3987,80146
3988,10058
3989,8576
3990,3069
3991,5510
3992,23178
3993,10494
3994,7173
3995,3398
3996,9014
3997,3241
3998,4953
3999,57448
4000,79954
4001,55041
4002,26003
4003,6801
4004,10153
4005,23683
4006,80067
4007,25797
4008,22930
4009,8604
4010,151393
4011,1615
4012,6432
4013,6382
4014,5334
4015,6509
4016,6654
4017,8942
4018,7456
4019,4999
4020,9167
4021,56902
4022,5000
4023,5341
4024,390
4025,1386
4026,63892
4027,22848
4028,66008
4029,54980
4030,7072
4031,51449
4032,2034
4033,1820
4034,7341
4035,116444
4036,25806
4037,525
4038,4780
4039,2956
4040,65977
4041,6697
4042,2043
4043,117583
4044,10056
4045,7840
4046,607
4047,5396
4048,1718
4049,23341
4050,4139
4051,7143
4052,79906
4053,2882
4054,27101
4055,6342
4056,60676
4057,55103
4058,9068
4059,9731
4060,9917
4061,127428
4062,9528
4063,115353
4064,49856
4065,51253
4066,23463
4067,6146
4068,26038
4069,5768
4070,6814
4071,148479
4072,54206
4073,11315
4074,57535
4075,4985
4076,271
4077,6429
4078,51102
4079,3749
4080,80267
4081,79084
4082,515
4083,5906
4084,3065
4085,829
4086,64766
4087,127544
4088,10067
4089,55223
4090,55870
4091,58512
4092,6421
4093,58480
4094,54856
4095,9181
4096,28956
4097,4209
4098,85440
4099,6723
4100,26232
4101,26270
4102,81563
4103,54823
4104,10459
4105,9829
4106,3953
4107,10625
4108,90231
4109,9927
4110,10216
4111,60672
4112,9887
4113,4688
4114,23169
4115,5321
4116,1647
4117,79971
4118,7799
4119,5997
4120,6738
4121,51377
4122,10286
4123,9295
4124,1491
4125,79814
4126,56944
4127,51086
4128,10878
4129,23207
4130,1429
4131,10745
4132,7709
4133,965
4134,339488
4135,8458
4136,2494
4137,23046
4138,252839
4139,54936
4140,55700
4141,10352
4142,127700
4143,64960
4144,149371
4145,8443
4146,7257
4147,54955
4148,64121
4149,4811
4150,3964
4151,4548
4152,656
4153,4610
4154,57568
4155,6018
4156,8564
4157,127396
4158,9132
4159,9783
4160,10000
4161,2117
4162,34
4163,81849
4164,23266
4165,11240
4166,6390
4167,4237
4168,80135
4169,10765
4170,6675
4171,81569
4172,1486
4173,5999
4174,59349
4175,117178
4176,54680
4177,26279
4178,5929
4179,2635
4180,2633
4181,57576
4182,653519
4183,5129
4184,8934
4185,11126
4186,1889
4187,3155
4188,2582
4189,3399
4190,1380
4191,4179
4192,9129
4193,51107
4194,64175
4195,6513
4196,10969
4197,991
4198,9048
4199,9670
4200,533
4201,8704
4202,79033
4203,8643
4204,10327
4205,5052
4206,8503
4207,10103
4208,8548
4209,57821
4210,10560
4211,2166
4212,387338
4213,50999
4214,1810
4215,1266
4216,23215
4217,2152
4218,5825
4219,8674
4220,51611
4221,58155
4222,7292
4223,9588
4224,55157
4225,3290
4226,3664
4227,27042
4228,163404
4229,9890
4230,462
4231,11123
4232,25949
4233,57035
4234,23443
4235,55758
4236,3925
4237,56181
4238,57134
4239,4751
4240,6195
4241,79947
4242,29937
4243,25936
4244,5629
4245,8289
4246,1063
4247,6118
4248,5511
4249,23673
4250,54996
4251,200010
4252,114883
4253,51060
4254,57488
4255,10849
4256,23184
4257,5955
4258,1143
4259,727897
4260,1509
4261,78989
4262,10274
4263,51146
4264,6794
4265,4297
4266,11181
4267,56912
4268,4317
4269,84215
4270,6543
4271,11133
4272,6230
4273,9928
4274,7139
4275,83479
4276,23271
4277,22926
4278,55686
4279,22868
4280,8828
4281,1385
4282,8609
4283,9331
4284,79630
4285,23632
4286,55259
4287,4033
4288,23120
4289,9789
4290,57558
4291,6785
4292,27145
4293,9994
4294,9324
4295,90025
4296,81573
4297,84251
4298,23469
4299,79747
4300,5325
4301,84085
4302,7128
4303,9465
4304,10981
4305,64577
4306,6446
4307,81847
4308,1490
4309,6943
4310,83449
4311,26234
4312,80306
4313,9194
4314,10329
4315,80264
4316,8673
4317,64858
4318,103910
4319,2309
4320,84071
4321,6185
4322,60436
4323,845
4324,5311
4325,9429
4326,6696
4327,8987
4328,10983
4329,5918
4330,64747
4331,25782
4332,196483
4333,5493
4334,29855
4335,11278
4336,7347
4337,64342
4338,60526
4339,57539
4340,894
4341,8074
4342,22936
4343,56171
4344,57404
4345,4709
4346,9330
4347,23314
4348,7320
4349,140803
4350,9615
4351,687
4352,9414
4353,84417
4354,9270
4355,51692
4356,80235
4357,205564
4358,80212
4359,84886
4360,440730
4361,55127
4362,9991
4363,5887
4364,23307
4365,8727
4366,54942
4367,89891
4368,6418
4369,5524
4370,2733
4371,51552
4372,11064
4373,22954
4374,26190
4375,26147
4376,10783
4377,54836
4378,5537
4379,4702
4380,81932
4381,92400
